inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.044688445826371881e-01,5.076893468697866174e-01,5.049608436723550531e-01,5.078716774781545373e-01,5.205790127317111438e-01,5.438573447366555902e-01,5.216453423102697107e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,5.240343436598777771e-01,5.377480949585636827e-01,5.161455919345220300e-01,5.253386770685514184e-01,5.318748451148470613e-01,5.325345431764920701e-01,5.487083447476228670e-01,5.544738446672757837e-01,5.505668449526032182e-01,5.494403451060255739e-01,5.382787433763345231e-01,5.379465951894720765e-01,5.365473441779613495e-01,5.487453437720736238e-01,5.405563445140918466e-01,5.458500112096469348e-01,5.506633420785268518e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,5.524733432879050943e-01,5.454973456760248141e-01,5.995358442499613139e-01,5.836071442657461139e-01,5.819291443874439196e-01,5.908061441693766014e-01,6.045667442803581704e-01,6.082267442097266663e-01,5.861723440624094783e-01,5.878411774756386876e-01,5.958705942951686430e-01,5.803901442637046104e-01,5.819806778260196989e-01,6.211529448938867271e-01,6.391217443471154391e-01,5.836343440537651306e-01,5.600353442132472992e-01,5.843813436416288587e-01,5.395973436534404755e-01,5.229515453179677253e-01,5.036333457877238962e-01,5.145303457975387573e-01,5.089273427923520776e-01,5.155573425193628045e-01,5.213088442881902429e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,5.732453440626462671e-01,5.687878451620539400e-01,5.962298445714017125e-01,6.167733441883077594e-01,5.894291773438453674e-01,5.690753441303968430e-01,5.642875444454451550e-01,5.569000113755464554e-01,5.850465448185181438e-01,5.701089441155394733e-01,5.604586781313022348e-01,5.653533437134077300e-01,5.802955944867184135e-01,6.041636775092532607e-01,6.461743436132868501e-01,6.334130108977358287e-01,6.521203446512421342e-01,6.275573443000516116e-01,6.125540940605181950e-01,6.061069444132348716e-01,5.760601440755029889e-01,5.674580946409454318e-01,5.556555956912537786e-01,5.494395439823468452e-01,5.316109438737234294e-01,5.346443451320131990e-01,5.367873429010312503e-01,5.397877437373003184e-01,5.377755931889017793e-01,5.500195942198237153e-01,5.599415437628826320e-01,5.676930105934541171e-01,5.728210111459096643e-01,5.605098431309064599e-01,5.690338437755902978e-01,5.792223451038202020e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,5.882493446891506883e-01,6.359607442592581927e-01,6.463248453413447114e-01,6.005101444510122510e-01,5.516487443198760943e-01,5.397499432166418254e-01,5.433731434245904213e-01,5.341417187203963968e-01,5.272729446490606042e-01,5.279701431592306315e-01,5.191189428170522868e-01,5.299853443478544923e-01,5.551165455331404930e-01,5.736293432613214227e-01,5.796019439022833675e-01,5.604918443908294412e-01,5.986053440719842911e-01,6.240965112422903749e-01,5.949063442957898129e-01,5.933376776908214634e-01,5.986720939593700441e-01,5.881106772285420448e-01,5.945950942599059763e-01,6.050073437703152868e-01,5.883253444296618895e-01,5.906401439880332171e-01,5.868028439193343493e-01,5.902386771631427109e-01,5.814573443543243902e-01,6.011623447023642930e-01,5.977468442482253286e-01,5.826379438241323649e-01,6.004905443483342653e-01,5.889603444763149565e-01,6.098689439202038542e-01,6.032483439737310604e-01,6.082705942293008539e-01,5.980966775678098202e-01,5.880708442030785355e-01,5.829310946331437426e-01,5.732493450244268152e-01,5.534878441443046304e-01,5.247488444050153467e-01,5.186088432868322107e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,6.126957443387558433e-01,6.568061446150144089e-01,6.560749149925652057e-01,5.795587439400454732e-01,5.510998445873459550e-01,5.495883434390028688e-01,5.412795436878999888e-01,5.380030948047836992e-01,5.338165940095981332e-01,5.343053450187047471e-01,5.301209439833959314e-01,5.206721459825833787e-01,5.240646780778964731e-01,5.260933445145686838e-01,5.724070941408475610e-01,5.584398436670502397e-01,5.729483443622788164e-01,6.147497443792721006e-01,6.072139440880467420e-01,5.685040939909716817e-01,5.560393445193767548e-01,5.478453432520230537e-01,5.634205942818274471e-01,5.736921439723422500e-01,5.904171441060801495e-01,6.071228444537458691e-01,6.220823441011210653e-01,6.484248445679744455e-01,6.538100944211086007e-01,6.455807437499364587e-01,6.455145942357679578e-01,6.432680108894904825e-01,6.754063448558251803e-01,6.765737441678841835e-01,6.740997438629469096e-01,6.710268448417385789e-01,6.856091767549514771e-01,7.053165951122840616e-01,6.450281773383419459e-01,6.280217444834610419e-01,5.949133439874761953e-01,5.580625946943958970e-01,5.465360938881834718e-01,5.295360938956340524e-01,5.273325939973195764e-01,5.191973441590865823e-01,4.924613436063131067e-01,4.570253466566404077e-01,4.632163395484288904e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,5.690713444103797647e-01,6.115760943697144958e-01,6.750933450957139481e-01,6.524746776849497110e-01,5.727970945493628951e-01,5.489374863959494144e-01,5.584605944653352472e-01,5.546095443268617142e-01,5.543008435827990743e-01,5.460739446183046075e-01,5.498270945002635690e-01,5.339935456713040818e-01,5.259937432905038568e-01,5.293273441493511200e-01,5.441211437185605737e-01,6.125513447914272547e-01,6.004996776270370429e-01,5.773905942526956769e-01,5.989177441767727927e-01,6.043566774872791703e-01,5.713397444536288949e-01,5.617211780821284028e-01,5.412043429290255281e-01,5.166625445087751345e-01,5.302278436720371246e-01,5.602558444564541551e-01,5.657078450700889771e-01,5.554703430583080026e-01,5.927570116861413663e-01,6.141495110932737589e-01,5.893155105877667665e-01,5.965313439567884179e-01,6.045230114832520485e-01,6.485181435321768495e-01,6.836573447411259385e-01,6.858209451039632976e-01,6.939398435254892084e-01,6.908743431170781824e-01,7.149273430307706567e-01,7.141356766223907471e-01,7.080265437563261210e-01,6.453795450118681165e-01,6.106923439850410196e-01,6.033113439944350898e-01,5.821308440839251253e-01,5.800461772208412858e-01,6.016281451409062342e-01,5.294303443903725093e-01,5.157468433802326890e-01,4.910695956399043771e-01,4.778653432925542566e-01,5.049366801977157593e-01,5.008280103405317041e-01,4.973543410499891015e-01,5.006483433147271844e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,5.827243433644374582e-01,6.151820941498348239e-01,6.652655442555746035e-01,6.320235933720445010e-01,5.583093445748090744e-01,5.606005446364482614e-01,5.631828436938425275e-01,5.527376768489679071e-01,5.474345938613017770e-01,5.567187444617350822e-01,5.526635443170865303e-01,5.473548447092374536e-01,5.437959452470143562e-01,5.609523442884286615e-01,5.623953447987636300e-01,5.917045943400202068e-01,6.115195942887415859e-01,6.031333442855005833e-01,5.936137441856166319e-01,5.953513441684966656e-01,5.767617441092928177e-01,5.578949441512426333e-01,5.303281446297963830e-01,5.299555941795309755e-01,5.167207439740498787e-01,5.419011786580085754e-01,5.264425932740172120e-01,5.264470924933751794e-01,5.232236782709758227e-01,5.342973430951436509e-01,5.368601438899834877e-01,5.766435936869432899e-01,6.042781443412726938e-01,5.805913441426431287e-01,5.921780102265378209e-01,6.057570947644611570e-01,6.028032015837241353e-01,6.288191447694165825e-01,6.596517448623975266e-01,6.823025440176327949e-01,7.299310949941476556e-01,7.059083451827367073e-01,6.568513431896766397e-01,6.815311451752981142e-01,6.676198442776998254e-01,6.876199451585610634e-01,7.566615452369054307e-01,6.710253448136860310e-01,5.933918444983040663e-01,5.675683440252518031e-01,5.226289448638757884e-01,5.480648440619310113e-01,5.487038459007939073e-01,5.450990938891967508e-01,5.275703427692254310e-01,5.283208427329858514e-01,5.214131442209085643e-01,5.255583437780539935e-01,5.269858439763387414e-01,5.313413453598817560e-01,5.522153427203496667e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,6.140478442151410254e-01,6.335583444063862535e-01,6.811723445852597703e-01,6.710610951607426378e-01,5.756621777545660734e-01,5.638550110161304474e-01,5.513840103521943092e-01,5.442255442341169536e-01,5.528599438567957103e-01,5.687100585062234703e-01,5.857655109527211135e-01,5.826277441655596245e-01,5.750008440421273681e-01,5.615243449186285707e-01,5.882293442574640929e-01,5.715141450365385234e-01,5.765478448787083599e-01,6.070588444029757502e-01,6.146403441283231350e-01,6.089543440223982307e-01,6.043783443359037610e-01,5.790103441104292870e-01,5.289956311739626438e-01,5.179485430320104333e-01,5.088215948392947885e-01,5.276126774648826068e-01,5.433625442286332818e-01,5.209630945076545450e-01,5.170118430008491250e-01,5.498183437933524820e-01,5.513341446717580085e-01,6.130085446250935766e-01,5.871331435938677012e-01,5.413770104448001330e-01,5.255673428376516076e-01,5.255438437064489099e-01,5.369721439977487298e-01,5.647765941297014924e-01,5.942313443132055673e-01,6.271441775218894454e-01,6.312695444406321021e-01,6.754725941767295572e-01,6.496657428642114152e-01,6.760660943885644647e-01,6.987023440500100824e-01,7.069185425837835046e-01,6.965288439144691202e-01,6.577343450238307687e-01,6.584963438411554071e-01,6.345668449842681857e-01,6.466175437284013006e-01,6.379940934324016544e-01,6.249957446319361898e-01,6.312686771464844915e-01,5.983751443525155977e-01,6.081310941566092643e-01,5.894767441165944533e-01,5.819223434664309025e-01,5.731728447911640378e-01,5.581390944619973871e-01,5.663823441912730905e-01,5.477146760871013376e-01,5.612755947125455114e-01,5.670513439302643510e-01,5.708333433916171762e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,6.008183442366620275e-01,6.494098426774144173e-01,7.016945441563924302e-01,6.474800941844781610e-01,5.622896769394477579e-01,5.485883442064126703e-01,5.314511780937513086e-01,5.262553428610166062e-01,5.444620934625467035e-01,5.761723448134338232e-01,6.186626777052879333e-01,6.127630943859306845e-01,5.880385108757764101e-01,5.853043440923405560e-01,6.007037443419297462e-01,6.106451443474119056e-01,5.870721442935368239e-01,6.080723443844666676e-01,6.155837443967661082e-01,6.160265440664565162e-01,5.964317440249337077e-01,5.544936781128247949e-01,5.478330937524636957e-01,5.378373436008890840e-01,5.192470115919908258e-01,5.375170941309382888e-01,5.661178439234694215e-01,5.487653448556860658e-01,5.455226767808198929e-01,5.605699443568786799e-01,5.515350103378295898e-01,5.418553448592623445e-01,5.378150095542272302e-01,5.360500104725360870e-01,5.359607188341518613e-01,5.295879443486531946e-01,5.522230945837994787e-01,5.792333441786468029e-01,5.858815439355870014e-01,5.830655946241071197e-01,5.793637445739781011e-01,6.093293440450604503e-01,6.308405942594011995e-01,6.424843448524674150e-01,6.612853438903888437e-01,6.752405439813932153e-01,6.577255447705586677e-01,6.632398425911864015e-01,6.480030942087372514e-01,6.674575939153631898e-01,6.868140933414300653e-01,6.957466751337051392e-01,7.067049448688825786e-01,6.894883451362451288e-01,6.777348437656959268e-01,6.759714879805134302e-01,6.685938428466519090e-01,6.825137448807557794e-01,6.709399166561308414e-01,6.727375448991855800e-01,6.456870105272780602e-01,6.289667440583192048e-01,6.080205938245247799e-01,5.987330107988479977e-01,5.730505938020845624e-01,5.950421443519493536e-01,6.012356775657584640e-01,6.095880110127230855e-01,6.281168436010678979e-01,6.224373442431291314e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,5.987210110761225224e-01,6.560065940332909795e-01,6.785257456203301896e-01,6.429349438597758981e-01,5.745155439091226279e-01,5.420739447077115303e-01,5.186511447032292610e-01,5.193669443329175239e-01,5.316999455293019983e-01,5.686793448248257388e-01,5.925520939830070111e-01,5.680375935238165530e-01,5.668478443597754213e-01,5.837340108118951321e-01,5.888707441588243441e-01,5.956063442475473257e-01,6.098537441653509861e-01,6.306083442022403229e-01,6.158563441907366487e-01,5.971145943234054121e-01,5.815720945441474887e-01,5.674125944109013053e-01,5.629985445489485985e-01,5.765706776486089202e-01,5.653028442369153472e-01,5.806551446750140011e-01,5.926288442763810727e-01,5.768900113956382247e-01,5.613076773782571527e-01,5.525295448799928399e-01,5.491428440436720848e-01,5.580490942423542711e-01,5.547646780808767053e-01,5.495139439900716960e-01,5.602946778138478967e-01,5.368500097344319766e-01,5.736698443846156570e-01,6.084186777006834745e-01,5.990478441720673564e-01,6.080081442681452009e-01,6.155713437668358656e-01,6.390253442029159014e-01,6.351838444049160426e-01,6.185397445534667193e-01,6.163876773789525032e-01,6.469995455195506340e-01,6.639773448308309289e-01,6.297617436697086069e-01,6.486273442705472458e-01,6.308645443369945705e-01,6.640023443227013322e-01,7.059353453417619439e-01,6.877729435761770205e-01,6.614343446989854325e-01,6.628111441930135683e-01,6.753523449103038256e-01,6.792688456674417230e-01,7.272073452671369287e-01,7.523121436436971399e-01,7.408171450098355315e-01,7.947217424710592004e-01,7.320503418644269678e-01,7.270575394233067534e-01,6.964650104443232959e-01,6.730335436140497674e-01,7.058473437403639528e-01,6.673301775008440018e-01,6.717417438824971887e-01,6.659101439019045054e-01,6.710170110066732141e-01,6.428716772546371194e-01,6.434860117733478546e-01,6.195003439982732507e-01,6.069908442089703149e-01,6.085353440915545198e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
